doc_id,source,document,LLM_q,doc_prompt,reduce_doc,modify_doc
music_11.json,https://pitchfork.com/news/the-magnetic-fields-69-love-songs-inspires-new-broadway-show-all-in-comedy-about-love-by-simon-rich,"The Magnetic Fields’ 69 Love Songs Inspires New Broadway Show All In: Comedy About Love by Simon Rich Last week, producers Seaview and Lorne Michaels announced some details about the new Broadway show All In: Comedy About Love by Simon Rich. The production, directed by Alex Timbers, stars John Mulaney and opens at New York’s Hudson Theatre on Wednesday, December 11.

Now, it’s been announced that the musical duo the Bengsons will take part in All In, playing songs from the Magnetic Fields. “69 Love Songs, by the Magnetic Fields, directly inspired me to write the love stories that became All In,” Simon Rich commented in a press release. “Stephin Merritt is my favorite living songwriter, and he’s probably better than all the dead ones I like, too.”

In addition, Stephin Merritt told Rolling Stone, “I am excited to see how this famous humorist has used my songs. It’s always fun to see how actors interpret them, and if I weren’t on tour, I’d be sneaking into rehearsals, pretending to be a stagehand.”

All In: Comedy About Love by Simon Rich, according to a synopsis, features “a series of hilarious stories about dating, heartbreak, marriage and that sort of thing, adapted from the short stories of Simon Rich.” Across its 10-week run, it’ll be performed by a rotating cast of actors, including Fred Armisen, Renée Elise Goldsberry, Saturday Night Live star Chloe Fineman, and Richard Kind.",gpt-4o-mini,dt03,"1. A new Broadway show called All In: Comedy About Love is coming soon.  
2. The show is written by Simon Rich.  
3. It will open on December 11 at Hudson Theatre in New York.  
4. John Mulaney is one of the stars in the show.  
5. The musical duo the Bengsons will play songs from the Magnetic Fields.  
6. The show is inspired by the album 69 Love Songs.  
7. Simon Rich said 69 Love Songs helped him write the stories for the show.  
8. Stephin Merritt is the songwriter of the Magnetic Fields.  
9. Merritt is excited to see how his songs are used in the show.  
10. The show features funny stories about love and relationships.  
11. Different actors will perform in the show each week.  
12. Some actors in the show include Fred Armisen and Renée Elise Goldsberry.  ","1. The title of the show is ""Love on Stage.""
4. The show is set to open in the spring.
7. Tickets for the show will go on sale next week.
10. The premiere date for the show is scheduled for April 15th."
music_12.json,https://pitchfork.com/news/haley-heynderickx-announces-new-album-seed-of-a-seed-shares-foxglove-video-watch,"Haley Heynderickx Announces New Album Seed of a Seed, Shares “Foxglove” Video Haley Heynderickx has announced her first new album in six years. Seed of a Seed arrives digitally November 1 and physically December 6 (via Mama Bird Recording Co.). The Portland-based singer-songwriter has shared her second single from the album, “Foxglove,” with a music video directed by Evan Benally Atwood. In the clip, two people embark on an adventure on a grassy mountain while Heynderickx sings and whittles a stick. Watch it below.

The long-awaited follow-up to Heynderickx’s 2018 debut full-length, I Need to Start a Garden, was led by the July single “Seed of a Seed.” While that song was about reclaiming your time, “Foxglove” looks forward to dream of an easygoing future. “[It’s] my daydream tune craving a slower and simpler pace of life,” she explained. “Sometimes it all feels so far away—living in a city being so removed from a life entwined with nature.”

Lyrically, Seed of a Seed centers around the ways in which we’ve distanced ourselves from nature in a world of technology and overconsumption. Joining Heynderickx to flesh out the album’s compositions are drummer Daniel Rossi, trombone player Denzel Mendoza, and bassist Matthew Holmes, with additional parts by electric guitarist William Seiji Marsh and cellist Caleigh Drane.

Read about I Need to Start a Garden in “The Best Rock Albums of 2018.”",gpt-4o-mini,dt03,"1. Haley Heynderickx has a new album called Seed of a Seed.  
2. The album will be released on November 1 digitally.  
3. The physical version of the album will come out on December 6.  
4. Haley Heynderickx is a singer-songwriter from Portland.  
5. She has shared a new song called “Foxglove.”  
6. The music video for “Foxglove” shows two people on an adventure.  
7. The video was directed by Evan Benally Atwood.  
8. The song “Seed of a Seed” was released in July.  
9. “Foxglove” is about dreaming of a simpler life.  
10. The album talks about how we are far from nature because of technology.  
11. Some musicians helping her with the album are a drummer and a trombone player.  
12. Her first album was called I Need to Start a Garden.  ","1. The artist's name is Haley Heynderickx.
4. The album is titled ""Seed of a Seed.""
7. The album is her debut studio album.
10. The album is produced by a notable music producer."
music_13.json,https://pitchfork.com/news/allison-russell-joins-hadestown-broadway-cast-reschedules-us-tour-for-2025,"Allison Russell Joins Hadestown Broadway Cast, Reschedules U.S. Tour for 2025 Earlier this year, Allison Russell announced a North American tour that was meant to take place in October and November. She’s had to move it to April and May 2025, but she has a very good reason for the postponement: Russell has joined the cast of Anaïs Mitchell’s acclaimed Broadway musical, Hadestown. Russell will make her debut, as Persephone, on Tuesday, November 12, at New York’s Walter Kerr Theatre. “Impossible for me to fully convey how deeply meaningful, resonant, uplifting, and full circle it is to be making my Broadway debut, starring in the role of Persephone (a Goddess and archetype I have explored in both poetry and song myself since childhood) in this timeless instant classic,” Russell said in a statement. “I am proud to be joining the sisterhood of artists who’ve embodied Persephone, proud to be joining this extraordinary ensemble, proud to become a part of this living, growing legacy. This is a World I’ve dreamt of and one I get to live in now. I am excited and grateful beyond measure to be joining Hadestown! See you way down under the ground!”

Once she gets back on the road, Russell will be touring in support of The Returner. She’ll be joined on tour by special guest Kara Jackson. See Russell’s tour dates, including upcoming shows with Hozier, below. All products featured on Pitchfork are independently selected by our editors. However, when you buy something through our retail links, we may earn an affiliate commission.",gpt-4o-mini,dt03,"1. Allison Russell is joining the Broadway show called Hadestown.  
2. She had to move her North American tour to 2025.  
3. The tour was supposed to happen in October and November of this year.  
4. Russell will start her role in Hadestown on November 12.  
5. She will play a character named Persephone.  
6. The show will be at the Walter Kerr Theatre in New York.  
7. Russell feels very happy and excited about her Broadway debut.  
8. She has loved the character Persephone since she was a child.  
9. Russell is proud to join other artists who have played Persephone.  
10. After her Broadway debut, she will go back on tour.  
11. Russell's tour will support her album called The Returner.  
12. Kara Jackson will be a special guest on her tour.  ","1. Tony Award-winning actress Eva Noblezada has been cast in the lead role.  
2. She will be playing the role of Persephone.  
3. This will be her first time performing on Broadway.  
4. The production is directed by Tony Award-winning director Rachel Chavkin.  
5. The musical has won several Tony Awards.  
6. Hadestown is a musical that tells the story of Orpheus and Eurydice.  
7. The show is based on the ancient Greek myth of Orpheus and his journey to the underworld.  
8. She has previously performed in various music festivals and tours.  
9. The character of Persephone represents the duality of life and death.  
10. The musical features a unique blend of American folk music and New Orleans jazz.  
11. Russell has released her own solo album prior to joining Hadestown.  
12. The album has received critical acclaim and features a blend of genres."
music_14.json,https://pitchfork.com/news/jamie-xx-enlists-romy-and-oliver-sim-for-new-song-waited-all-night-listen,"Jamie xx Enlists Romy and Oliver Sim for New Song “Waited All Night”: Listen Jamie xx has one more new song before he releases his new solo album, In Waves, on Friday, September 20. The new single, “Waited All Night,” features the producer’s two bandmates in the xx, Romy and Oliver Sim. Listen to the reunion track below.

“Thank you to my two best friends and musical siblings, Oliver and Romy,” Jamie xx gushed in a press statement. “It’s wonderful to have the gang back together, working in new ways, working out new lives; I wouldn’t be here without them.”

Romy and Sim added, “We’ve loved collaborating on our recent solo projects, but it’s been a while since the three of us came together on one track. We’re so pleased that this was the place we met up again. Proud to play a small part in this long awaited, brilliant album. We’re your biggest fans, Jamie!”

“Waited All Night” is the first song with all three xx members since 2017’s I See You. In recent years, Jamie xx has also contributed to Romy and Oliver Sim’s respective debut solo albums, Mid Air and Hideous Bastard.

Jamie xx has now shared half of In Waves’ 12 songs. Other singles include: “Baddy on the Floor,” “Treat Each Other Right,” “Life,” “All You Children,” and “Dafodil.”",gpt-4o-mini,dt03,"1. Jamie xx has a new song called “Waited All Night.”  
2. The song “Waited All Night” will be part of his new album, In Waves.  
3. The album In Waves will be released on Friday, September 20.  
4. Romy and Oliver Sim, Jamie's friends, sing in the new song.  
5. Jamie xx thinks of Romy and Oliver as his best friends and musical siblings.  
6. It has been a long time since all three members of the xx worked on a song together.  
7. The last song they did together was in 2017, called I See You.  
8. Jamie xx has helped Romy and Oliver with their solo albums.  
9. Romy’s solo album is called Mid Air.  
10. Oliver Sim’s solo album is called Hideous Bastard.  
11. Jamie xx has shared six songs from his album In Waves so far.  
12. Other songs from the album include “Baddy on the Floor” and “Treat Each Other Right.”  ","1. The title of the song is ""Losing It.""
4. Jamie xx is a British musician and producer.
7. The song was released as a single in 2022.
10. Jamie xx's last album, titled In Colour, was released in 2015."
music_15.json,https://pitchfork.com/news/the-armed-announce-ep-share-new-christianity-video-watch,"The Armed Announce EP, Share “New! Christianity” Video: Watch The Armed have announced a new EP that serves as an extension of last year’s Perfect Saviors. Titled Everlasting Gaze, the EP features three new songs, as well as remixes of “Sport of Form,” by Idles, Water From Your Eyes, and Model/Actriz. One of those singles, “New! Christianity,” featuring guest vocals from Illuminati Hotties’ Sarah Tudzin and Meghan O’Neil, is out now with a Tony Wolski–directed music video. Watch it below.

The Everlasting Gaze EP will arrive on October 18. Eagle-eyed fans could have found the EP sooner, though, as the Armed have also revealed that vinyl copies of Perfect Saviors had a URL inside the jacket that leads to those three new songs. “New! Christianity” was originally conceived as the first single for that album, but was eventually sacrificed, with the idea that it would become “a summary statement appropriate for the finale Side C record and epilogue to the Only Love / Ultrapop / Perfect Saviors trilogy,” said the Armed.

Read about why Pitchfork named Ultrapop one of “The 31 Best Rock Albums of 2021.”

Everlasting Gaze EP:

01 Puzzler

02 New! Christianity

03 Martyr Song

04 Sport of Form (Water From Your Eyes Remix) [ft. Water From Your Eyes]

05 Sport of Form (Model/Actriz Remix) [ft. Model/Actriz]

06 Sport of From (Idles Remix) [ft. Idles]",gpt-4o-mini,dt03,"1. The Armed have a new EP called Everlasting Gaze.  
2. Everlasting Gaze is an extension of their last EP, Perfect Saviors.  
3. The new EP has three new songs.  
4. The EP also has remixes of a song called “Sport of Form.”  
5. One of the new songs is named “New! Christianity.”  
6. “New! Christianity” has guest singers Sarah Tudzin and Meghan O’Neil.  
7. There is a music video for “New! Christianity” directed by Tony Wolski.  
8. The Everlasting Gaze EP will be available on October 18.  
9. Fans could find the new songs early on vinyl copies of Perfect Saviors.  
10. “New! Christianity” was meant to be the first single for the last album.  
11. The song was saved to be a special ending for the trilogy of albums.  
12. Pitchfork called an earlier album, Ultrapop, one of the best rock albums of 2021.","1. The EP is titled ""Echoes of Tomorrow.""
4. The EP has been highly anticipated by fans and critics alike.
7. The lead single from the EP has already gained significant attention on streaming platforms.
10. The EP will be available for pre-order starting next month."
music_16.json,https://pitchfork.com/news/watch-hitech-video-for-new-song-spank,"Watch HiTech’s Video for New Song “Spank!” HiTech have a new song called “Spank!” It comes with a fast-paced music video directed by IGoByCy. Watch it below. King Milo, Milf Melly, and 47Chops are HiTech. The Detroit ghettotech trio made waves, in 2023, with the album Détwat, but it was briefly pulled from digital streaming platforms after a dispute with the group’s former label, FXHE. The album and 2022’s HiTech are now back on streaming services after being re-released via Loma Vista Recordings. HiTech are supporting Nia Archives on tour. The trio will also perform as part of Pitchfork Music Festival Paris on November 9. See HiTech’s tour dates below. Read about HiTech’s Détwat in the Pitchfork feature “The 50 Best Albums of 2023.”

All products featured on Pitchfork are independently selected by our editors. However, when you buy something through our retail links, we may earn an affiliate commission. HiTech: US Tour 2024 / UK & Europe Tour 2024 Buy Now at Ticketmaster

HiTech:

09-19 Washington, D.C. - Culture *

09-20 Miami, FL - The Ground *

09-21 Chicago, IL - Smoke & Mirrors

09-25 Los Angeles, CA - The Fonda Theatre *

09-27 San Francisco, CA - Grey Area Theater

10-01 Seattle, WA - Neptune *

10-04 Vancouver, British Columbia - Celebrities *

10-05 San Diego, CA - Wicked West *

10-06 Austin, TX - Boiler Room Austin

10-09 Montreal, Quebec - Sat *

10-10 Toronto, Ontario - Danforth Music Hall *

10-11 Brooklyn, NY - Brooklyn Steel *

10-16 Amsterdam, Netherlands - Amsterdam Dance Event

10-18 Barcelona, Spain - Nitsa

10-19 Cologne, Germany - Night of Surprise

10-30 Glasgow, Scotland - SWG3 Glasgow *

10-31 Newcastle upon Tyne, England - NX Newcastle *

11-01 Manchester, England - The Warehouse Project *

11-02 Dublin, Ireland - Academy *

11-06 Bristol, England - O2 Academy Bristol *

11-07 Utrecht, Netherlands - Le Guess Who?",gpt-4o-mini,dt03,"1. HiTech has a new song called ""Spank!""  
2. The music video for ""Spank!"" is fast-paced.  
3. IGoByCy directed the music video.  
4. HiTech is made up of three people: King Milo, Milf Melly, and 47Chops.  
5. In 2023, HiTech released an album called Détwat.  
6. Détwat was taken off streaming platforms for a short time.  
7. The album was pulled because of a problem with their old label, FXHE.  
8. Now, both Détwat and the album HiTech are back on streaming services.  
9. HiTech is going on tour with Nia Archives.  
10. They will perform at the Pitchfork Music Festival in Paris on November 9.  
11. HiTech has many tour dates in the US and Europe in 2024.  
12. You can buy tickets for HiTech's shows on Ticketmaster.","1. HiTech is a music group known for their unique sound.
4. The song ""Spank!"" has been described as infectious and catchy.
7. HiTech has performed at several music festivals since their formation.
10. The group has a growing fanbase and is active on various social media platforms."
music_17.json,https://pitchfork.com/news/jeremy-dutcher-becomes-first-two-time-polaris-prize-music-winner-with-2024-victory-for-motewolonuwok,"Jeremy Dutcher Becomes First Two-Time Polaris Music Prize Winner With 2024 Victory for Motewolonuwok New Brunswick, Canada, native Jeremy Dutcher has won the 2024 Polaris Music Prize for his album Motewolonuwok. The Two-Spirit composer and musician is now the first artist in the prize’s 19-year history to win the award twice. (In 2018, Dutcher earned the accolade for his debut studio LP, Wolastoqiyik Lintuwakonawa.) With the victory, given to the artist with the best Canadian album of the year, Dutcher also gets a cash prize of $50,000, courtesy of the Slaight Family Foundation. The 2023 Polaris Music Prize recipient, Debby Friday, revealed Dutcher as the winner during the ceremony she hosted at Toronto’s Massey Hall. The prize was presented by CBC Music, and determined by a jury of writers, programmers, and broadcasters. The other artists who made the 2024 Polaris shortlist were: Bambii, the Beaches, DijahSB, Charlotte Cardin, Elisapie, Cindy Lee, Nobro, Allison Russell, and Tobi. “Six years ago, this award changed my life,” Dutcher said as he accepted the Polaris Music Prize. “I have to give unending gratitude to this music community, please keep your hands going for all of these nominees. Not a single album on that list sounded like each other and that speaks to the breadth of music in this place. This choir, these singers, this band, everyone who helped make this album, I love you. I didn’t think this would happen.”

Dutcher, who now resides in Montreal, Quebec, is a Wolastoqiyik member of the Tobique First Nation in New Brunswick. He is a classically trained Indigenous tenor, composer, and musicologist who sings in English, French, and his people’s native language, Wolastoqey.",gpt-4o-mini,dt03,"1. Jeremy Dutcher won the 2024 Polaris Music Prize for his album Motewolonuwok.  
2. He is from New Brunswick, Canada.  
3. Jeremy is the first person to win this prize two times.  
4. He previously won the prize in 2018 for his first album, Wolastoqiyik Lintuwakonawa.  
5. The Polaris Music Prize is for the best Canadian album of the year.  
6. Jeremy received a cash prize of $50,000 for winning.  
7. The award was announced at a ceremony in Toronto.  
8. Debby Friday hosted the ceremony and revealed the winner.  
9. A group of writers and music experts decided who won the prize.  
10. Other artists were also nominated for the 2024 prize.  
11. Jeremy is a member of the Tobique First Nation.  
12. He sings in English, French, and his native language, Wolastoqey.  ","1. The Polaris Music Prize is a Canadian music award.
2. The Polaris Music Prize was established in 2006.
3. The Polaris Music Prize is awarded annually.
4. The prize is open to Canadian artists.
5. The 2024 ceremony took place on September 18, 2024.
6. The prize recognizes artistic merit, regardless of genre or sales.
7. The winner of the prize receives a cash award.
8. The event was held at the Carlu, a historic venue in downtown Toronto.
9. The event featured performances by several nominated artists.
10. The ceremony included a live broadcast.
11. The nominees for the 2024 prize included artists from various genres.
12. His music incorporates Indigenous themes and languages."
music_18.json,https://pitchfork.com/news/kali-uchis-bad-bunny-and-peso-pluma-nominated-for-2024-latin-grammy-awards,"Kali Uchis, Bad Bunny, and Peso Pluma Nominated for 2024 Latin Grammy Awards Kali Uchis, Bad Bunny, and Peso Pluma are among the nominees for the 2024 Latin Grammy Awards. Edgar Barrera once again leads the pack, facing competition from Bad Bunny and last year’s Album of the Year winner, Karol G, who each picked up eight nominations. Anitta’s two nods include one for Record of the Year, for “Mil Veces.” An award for Best Latin Electronic Music Performance will be contested in its inaugural year, with the Tiësto remix of Bizarrap and Shakira’s “Shakira: Bzrp Music Sessions, Vol. 53” getting a nod alongside artists including Alok and Vikina.

Having had just one nod before this year, Uchis notched up four nominations, including Record of the Year, for her Peso Pluma collaboration “Igual que un Ángel” (one of five nods for Música Mexicana star Pluma) and Best Pop Vocal Album, for Orquídeas, her second project in Spanish. Besides Karol G and Shakira, the Album of the Year nominees include Mon Laferte, Residente, and Carin León, among others. Elsewhere, Devonté Hynes picked up his first-ever Latin Grammy nomination for his Nathy Peluso collaboration “El Día Que Perdí Mi Juventud,” which is nominated for Best Alternative Song.

The 25th Annual Latin Grammy Awards ceremony takes place on November 14 at the Kaseya Center in Miami, Florida. Univision, Galavisión, and ViX will air the three-hour telecast. Find all the nominees via the Latin Grammys website.",gpt-4o-mini,dt03,"1. Kali Uchis, Bad Bunny, and Peso Pluma are nominated for the 2024 Latin Grammy Awards.  
2. Edgar Barrera has the most nominations this year.  
3. Bad Bunny and Karol G each have eight nominations.  
4. Anitta is nominated for Record of the Year for her song ""Mil Veces.""  
5. The Best Latin Electronic Music Performance award is new this year.  
6. The Tiësto remix of Bizarrap and Shakira’s song is nominated in the new category.  
7. Kali Uchis received four nominations this year.  
8. One of Kali Uchis's nominations is for her song ""Igual que un Ángel"" with Peso Pluma.  
9. Karol G and Shakira are also nominated for Album of the Year.  
10. The Latin Grammy Awards will happen on November 14 in Miami, Florida.  
11. The awards show will be shown on Univision, Galavisión, and ViX.  
12. You can find all the nominees on the Latin Grammys website.","1. The 2024 Latin Grammy Awards nominations have been announced.
4. Anitta is nominated for Best Urban Music Album for her album ""Versions of Me.""
7. Maluma is nominated for Best Latin Pop Album for his album ""Don Juan.""
10. The awards ceremony will take place on November 14, 2024."
music_19.json,https://pitchfork.com/news/janes-addiction-days-after-canceling-tour-share-new-song-true-love-listen,"Jane’s Addiction, Days After Canceling Tour, Share New Song “True Love”: Listen On Monday (September 16), Jane’s Addiction said that they’re going “to take some time away as a group” after frontman Perry Farrell attacked guitarist Dave Navarro during a concert. Now, just a couple of days later, there’s a new song from the band’s classic lineup. Listen to “True Love” below.

“True Love” is the second new offering from the reunited Jane’s Addiction lineup of Farrell, Navarro, drummer Stephen Perkins, and bassist Eric Avery. The band, in July, released “Imminent Redemption,” amid a reunion tour. The tour came to halt, however, after Farrell’s incident with Navarro.

Navarro, Perkins, and Avery pinned the tour’s cancellation on Farrell’s “continuing pattern of behavior and the mental health difficulties.” They said, “Our concern for his personal health and safety as well as our own has left us no alternative. We hope that he will find the help he needs.”

In a statement of his own, Farrell apologized to his bandmates and said he was taking “full accountability” for his actions.",gpt-4o-mini,dt03,"1. Jane’s Addiction is a music band.  
2. They canceled their tour after a fight between two band members.  
3. The fight happened during a concert.  
4. The band has a new song called “True Love.”  
5. “True Love” is the second new song from the band.  
6. The band’s classic lineup includes Perry Farrell, Dave Navarro, Stephen Perkins, and Eric Avery.  
7. In July, the band released another song called “Imminent Redemption.”  
8. The band was on a reunion tour before it got canceled.  
9. The tour ended because of Farrell’s behavior.  
10. Other band members were worried about Farrell’s health and safety.  
11. They said they had no choice but to cancel the tour.  
12. Farrell said he is sorry and will take responsibility for what happened.","1. The band is known for its alternative rock and has a significant following.
4. The band has undergone several lineup changes throughout its history.
7. The band has previously released several successful albums and hit songs.
10. The band has expressed gratitude for their fans' support during this challenging time."
music_20.json,https://pitchfork.com/news/johnny-marr-responds-to-morrissey-claims-about-smiths-tour-and-trademark,"Johnny Marr Responds to Morrissey’s Claims About Smiths Tour and Trademark In recent weeks, Morrissey has made numerous statements about his old band with Johnny Marr, the Smiths. In one instance, he claimed Marr “ignored” an offer for a 2025 tour. He later claimed that Marr “blocked” a Smiths greatest-hits album. And, most recently, he asserted that Marr obtained the trademark rights to the Smiths’ name “without any consultation to Morrissey, and without allowing Morrissey the standard opportunity of ‘objection.’”

Marr, through his management, has now responded to Morrissey’s various allegations. Find it in full below. Regarding the Smiths trademark, Marr’s management said that, in 2018, “Marr reached out to Morrissey, via his representatives, to work together in protecting The Smiths’ name.” Morrissey apparently did not respond to Marr, which led the latter musician “to register the trademark himself.”

Regarding a compilation album, Marr verified Morrissey’s account, explaining that he declined Warner Music Group’s offer to release a greatest-hits album “given the number already in existence.”

Most crucially for Smiths fans, Marr also confirmed that a reunion tour was offered to him: “I didn’t ignore the offer,” Marr wrote, “I said no.”

The Smiths broke up in 1987, and Johnny Marr and Morrissey have had numerous disputes in the ensuing years. Nevertheless, the idea of a reunion has been on the table in the past, with Marr revealing in his 2016 memoir, Set the Boy Free, that he discussed the possibility of reuniting with Morrissey in 2008. In 2018, a series of concerts billed as “Classically Smiths” were announced.",gpt-4o-mini,dt03,"1. Morrissey made claims about his old band, the Smiths, with Johnny Marr.  
2. Morrissey said that Marr ignored an offer for a tour in 2025.  
3. Morrissey claimed that Marr blocked a greatest-hits album for the Smiths.  
4. Morrissey accused Marr of getting the trademark rights to the Smiths’ name without asking him.  
5. Marr's management said he tried to work with Morrissey to protect the Smiths' name in 2018.  
6. Morrissey did not respond to Marr's request to work together.  
7. Because Morrissey did not reply, Marr registered the trademark himself.  
8. Marr confirmed that he turned down an offer to release a greatest-hits album.  
9. Marr said he said no to the tour offer and did not ignore it.  
10. The Smiths broke up in 1987.  
11. Marr and Morrissey have had many arguments since the band broke up.  
12. There was a chance for a reunion in 2008, and concerts called ""Classically Smiths"" were announced in 2018.  ","1. The Smiths were formed in Manchester, England.
4. Johnny Marr stated that he was surprised by Morrissey's public comments and felt they misrepresented their relationship.
7. Morrissey accused Marr of trying to profit from the band's name without his consent.
10. The Smiths disbanded in 1987 after a series of tensions between the band members."
